songid,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc1_skew,mfcc2_skew,mfcc3_skew,mfcc4_skew,mfcc5_skew,mfcc6_skew,mfcc7_skew,mfcc8_skew,mfcc9_skew,mfcc10_skew,mfcc11_skew,mfcc12_skew,mfcc13_skew,mfcc1_kurtosis,mfcc2_kurtosis,mfcc3_kurtosis,mfcc4_kurtosis,mfcc5_kurtosis,mfcc6_kurtosis,mfcc7_kurtosis,mfcc8_kurtosis,mfcc9_kurtosis,mfcc10_kurtosis,mfcc11_kurtosis,mfcc12_kurtosis,mfcc13_kurtosis,valence_mean,arousal_mean
550,-1.5714510581688046e-08,-4.360776415524015e-07,1.9643136894842428e-08,4.71435299687073e-08,7.857255290844023e-09,-1.5714510581688046e-08,-1.9643138227110057e-09,1.1785882492176825e-08,8.642980731110583e-08,-1.5714510581688046e-08,3.9286273789684856e-08,-2.357176498435365e-08,-5.500078614772974e-08,0.9999999403953552,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,0.9999999403953552,-1.1398186683654785,-0.5540212392807007,-0.08082224428653717,-0.41839542984962463,0.2351990044116974,-0.12559539079666138,-0.4587136209011078,0.14435982704162598,0.1882326304912567,0.4411252439022064,0.04163119196891785,-0.1493833065032959,-0.2411288022994995,3.1868953704833984,1.368229866027832,0.11970281600952148,0.4310173988342285,0.03610873222351074,0.13013720512390137,0.4361140727996826,-0.261049747467041,0.42200613021850586,0.31188416481018066,-0.2538893222808838,-0.008550167083740234,-0.02859044075012207,4.2,5.9
236,-6.685552023100172e-08,5.623729180115333e-07,0.0,1.494417460889963e-07,7.078819663774993e-08,2.3596065545916645e-08,-2.3596065545916645e-08,-6.095650206816572e-08,3.146142191212675e-08,1.5730710956063376e-08,-1.5730710956063376e-08,0.0,-1.1798032772958322e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.1748906970024109,-0.344501793384552,0.5705021619796753,-0.05973612889647484,0.22028982639312744,0.7611464858055115,0.5545058250427246,0.26723578572273254,0.24139942228794098,-0.1534435749053955,-0.5845915675163269,-0.1342855840921402,0.14020390808582306,-0.1488645076751709,2.1347060203552246,0.9339826107025146,-0.594796895980835,0.23136067390441895,1.64732027053833,1.392261028289795,1.1165661811828613,1.1683077812194824,0.3907644748687744,1.3940181732177734,0.9219627380371094,0.8470590114593506,2.5,2.4
222,1.2571608465350437e-07,2.0428862512744672e-07,0.0,6.285804232675218e-08,0.0,-2.357176498435365e-08,-7.857254757936971e-08,-7.857255290844023e-09,3.142902116337609e-08,3.142902116337609e-08,2.357176498435365e-08,-6.285804232675218e-08,5.500078614772974e-08,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11231742054224014,-0.2902553975582123,0.4352757930755615,0.3365331292152405,-0.45204055309295654,0.0744733065366745,-0.1088600754737854,0.19753554463386536,-0.5209122896194458,-0.6355075836181641,0.6027330160140991,-0.8004031181335449,0.2044905424118042,-1.2363710403442383,-0.21817517280578613,0.49126148223876953,-0.5646295547485352,0.17473769187927246,0.03629755973815918,0.2545778751373291,-0.4024670124053955,0.14965391159057617,1.69476318359375,0.9796876907348633,0.8772094249725342,0.1140437126159668,3.8,4.3
544,-3.146142191212675e-08,-3.3034493185368774e-07,5.50574874580434e-08,4.129311648171097e-08,1.5730710956063376e-08,7.865354945124636e-08,7.865354945124636e-08,-3.146142191212675e-08,-3.932677739015844e-09,0.0,-2.3596065545916645e-08,-7.865355478031688e-09,3.146142191212675e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0,0.2290637493133545,-0.25193580985069275,0.48198893666267395,-0.1112348735332489,0.15433411300182343,0.19233466684818268,-0.24738310277462006,-0.0508858785033226,-0.7885818481445312,-0.08371847867965698,0.08753576874732971,-0.4476180374622345,0.05447595193982124,1.6481928825378418,-0.5235323905944824,-0.29007887840270996,-0.24738192558288574,-0.3811829090118408,-0.4884822368621826,0.11436152458190918,0.42725372314453125,1.3486871719360352,-0.09240126609802246,0.3796684741973877,0.9430656433105469,0.2518317699432373,4.8,4.5
1946,-2.3128324144749968e-08,-4.920920204654067e-08,-1.5746945081218655e-08,3.9072105550985725e-07,0.0,-3.2478072853336926e-07,4.330409808517288e-08,1.968368135152332e-09,3.30685821836596e-07,1.082602452129322e-08,-1.3778576501977113e-08,1.082602452129322e-08,-2.6572967826155036e-08,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.2480180710554123,-0.16815824806690216,0.33586379885673523,-0.42790529131889343,-0.12631449103355408,-0.2653123140335083,-0.07153996080160141,0.4310570955276489,-0.05919424444437027,0.3226509988307953,0.13302406668663025,-0.03409428521990776,0.23376037180423737,0.3723430633544922,-0.4998629093170166,-0.0026721954345703125,0.11768865585327148,-0.1344013214111328,-0.1383650302886963,-0.08548998832702637,0.24585676193237305,-0.28084611892700195,0.05706524848937988,-0.06699347496032715,-0.04095721244812012,0.23991608619689941,4.0,6.0
1952,-9.448166338188457e-08,4.7240831690942287e-08,4.7240831690942287e-08,0.0,0.0,1.5746945081218655e-08,7.873472540609328e-09,-1.5746945081218655e-08,-2.7557153003954227e-08,0.0,-1.1810207922735572e-08,-1.65342910918298e-07,-3.936736270304664e-09,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0000001192092896,1.0,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,0.05629666522145271,-0.6514452695846558,0.5404435992240906,0.2827453911304474,-0.14437472820281982,0.3965636193752289,0.027493275701999664,0.5567359328269958,-0.12605918943881989,0.08945972472429276,-0.13151144981384277,-0.024977555498480797,0.3510735034942627,-1.1591930389404297,-0.4390857219696045,-0.08011436462402344,0.2358393669128418,1.4271140098571777,-0.4088139533996582,0.030640363693237305,1.4317536354064941,-0.08563661575317383,-0.614586353302002,-0.2887129783630371,-0.4225635528564453,-0.2713003158569336,4.1,4.4
1007,-3.142902116337609e-08,-9.821568625056898e-08,1.1785882492176825e-08,-7.071529495306095e-08,0.0,7.857255290844023e-09,2.946470623044206e-09,-7.857255290844023e-09,4.71435299687073e-08,0.0,7.857255290844023e-09,1.9643136894842428e-08,-3.5357647476530474e-08,1.0,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,-0.13620992004871368,-0.4951024353504181,-0.2123710662126541,-0.3719213604927063,0.07472044229507446,-1.0188376903533936,0.34132811427116394,0.2654161751270294,-1.1344505548477173,0.9744877815246582,0.1518499106168747,0.4549380838871002,0.7391162514686584,-0.41214609146118164,1.2562928199768066,0.6474416255950928,1.0176177024841309,1.2423210144042969,0.8563382625579834,1.630162239074707,0.45738792419433594,2.4263601303100586,1.001035213470459,2.7223663330078125,2.0508031845092773,2.3073477745056152,5.2,5.4
1761,1.4172249507282686e-07,-1.31880653952976e-07,1.5746945081218655e-08,-7.479798824761019e-08,1.5746945081218655e-08,-1.574694437067592e-07,-2.7557153003954227e-08,1.1613371242447101e-07,1.3778576501977113e-08,-2.3620415845471143e-08,7.873472540609328e-09,-3.149389016243731e-08,4.7240831690942287e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4171798825263977,-0.08428225666284561,-0.09409224987030029,0.01433267630636692,-0.343883752822876,0.05913958698511124,-0.10341943055391312,0.1156950518488884,-0.14538246393203735,-0.30462396144866943,-0.11248555034399033,0.26440587639808655,0.21528640389442444,-0.0707242488861084,0.26982808113098145,-0.2734348773956299,-0.1672978401184082,0.0019292831420898438,0.46187758445739746,-0.027882099151611328,0.03662276268005371,-0.03503155708312988,0.5823829174041748,-0.08128976821899414,0.33035969734191895,0.13439297676086426,7.9,7.1
1775,-2.4407762566625024e-07,4.802818125426711e-07,0.0,3.149389016243731e-08,0.0,1.0235513769885074e-07,9.841840409308134e-08,0.0,3.936736270304664e-09,-7.086124753641343e-08,9.448166338188457e-08,-6.692451393064403e-08,1.96836804633449e-08,0.9999999403953552,1.0,1.0,1.0,0.9999998807907104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0016711917705833912,-0.32108795642852783,0.3512568771839142,0.39250579476356506,-0.603022575378418,-0.001097876694984734,-0.09011656790971756,-0.07400970906019211,0.08382333070039749,0.5101083517074585,0.29871341586112976,0.3172799050807953,0.4781564772129059,-0.17703914642333984,0.27391767501831055,-0.4637589454650879,-0.29990339279174805,0.2817494869232178,-0.3897852897644043,0.09130620956420898,-0.0069010257720947266,-0.46048998832702637,0.07567524909973145,0.13770246505737305,0.14607715606689453,-0.4442417621612549,4.6,3.0
1013,-3.8580014916078653e-07,-1.7321639234069153e-07,-7.873472540609328e-09,-1.574694437067592e-07,9.054492977611517e-08,4.7240831690942287e-08,-2.3620415845471143e-08,1.2203881283312512e-07,0.0,3.247807356387966e-08,-3.936736270304664e-09,1.5746945081218655e-08,6.298778032487462e-08,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,0.8849685192108154,-1.5930927991867065,0.029076291248202324,0.11179319769144058,-0.3991597890853882,0.14645414054393768,0.06279199570417404,0.1145470067858696,0.22302645444869995,-0.06178491190075874,-0.21516533195972443,0.20588736236095428,0.13975650072097778,0.6921327114105225,3.852084159851074,-0.9701485633850098,0.28870701789855957,-0.6268513202667236,-0.35656213760375977,-0.19840288162231445,-0.07609844207763672,0.12922310829162598,-0.023349761962890625,0.09441375732421875,0.6148991584777832,0.0030927658081054688,3.2,3.5
1985,9.448166338188457e-08,2.755715229341149e-07,1.5746945081218655e-08,1.1810207922735572e-07,1.968368135152332e-09,-7.873472540609328e-09,0.0,-7.086124753641343e-08,4.035154432813215e-08,-3.93673609266898e-08,-3.149389016243731e-08,7.873472540609328e-09,3.936736270304664e-09,1.0,1.0,1.0,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,-1.3864723443984985,-0.35627812147140503,0.663615882396698,-0.5293700695037842,0.4408568739891052,-0.19141438603401184,-0.5649048686027527,0.6483131051063538,0.9847931265830994,-0.13105489313602448,0.28047168254852295,0.3174167275428772,0.17700158059597015,4.3326544761657715,1.5156450271606445,1.0306143760681152,0.11883091926574707,3.386516571044922,0.7876601219177246,0.11578702926635742,1.4786744117736816,5.518863677978516,1.168367862701416,1.248702049255371,1.3489270210266113,0.8107683658599854,4.8,5.6
1749,-2.519511212994985e-07,1.5746945081218655e-08,-3.149389016243731e-08,-1.0235513769885074e-07,3.5430623768206715e-08,7.873472540609328e-09,-7.873472540609328e-09,-5.905103961367786e-09,2.3620415845471143e-08,-1.5746945081218655e-08,0.0,3.93673609266898e-08,-7.873472540609328e-09,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,-0.4399237632751465,-0.4803726375102997,-0.3630085587501526,-0.17265048623085022,-0.30258074402809143,0.02844720147550106,0.197144016623497,0.8449422717094421,0.7599906325340271,0.641379177570343,0.35190239548683167,-0.37888914346694946,0.11404687166213989,0.8487124443054199,-0.06436800956726074,-0.042119503021240234,0.6686172485351562,-0.02966451644897461,-0.18880224227905273,0.09482812881469727,1.0085573196411133,0.8109490871429443,0.5976955890655518,0.283951997756958,1.678046703338623,0.11642599105834961,6.7,4.6
1991,-3.149389016243731e-08,3.30685821836596e-07,3.936736270304664e-09,6.298778032487462e-08,7.873472540609328e-09,7.87347218533796e-08,3.5430623768206715e-08,-2.3620415845471143e-08,-2.165204904258644e-08,1.1810207922735572e-07,-7.873472540609328e-09,3.149389016243731e-08,9.84184023167245e-09,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,-2.314469575881958,-0.11213404685258865,0.1602403223514557,0.4083960950374603,0.03987680375576019,-0.021116575226187706,0.334229975938797,0.16463445127010345,0.15044184029102325,0.22377996146678925,0.04673721641302109,-0.17939430475234985,0.007778201252222061,7.954724311828613,0.2650027275085449,0.014984369277954102,0.18474078178405762,-0.022337913513183594,-0.15154147148132324,-0.2069559097290039,0.10788369178771973,-0.20261621475219727,0.5999939441680908,0.5693371295928955,0.05887770652770996,-0.11087369918823242,5.0,6.0
342,4.262560935330839e-07,3.1429019031747885e-07,-7.857254757936971e-08,4.871498049396905e-07,1.3357333727981313e-07,2.5143216930700873e-07,-3.9286273789684856e-08,8.25011738925241e-08,2.357176498435365e-08,0.0,3.9286276454220115e-09,1.1785882492176825e-08,-1.0607293887687774e-07,1.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999403953552,-0.19219563901424408,-0.5324188470840454,-0.07438963651657104,-0.4246475100517273,-0.13989436626434326,-0.18180793523788452,-0.1539240926504135,-0.010014417581260204,-0.11276314407587051,-0.12015996128320694,0.018908508121967316,-0.33468174934387207,-0.1504189521074295,3.0263075828552246,0.5385887622833252,0.32422566413879395,0.03251004219055176,-0.07509589195251465,0.01889348030090332,0.24410533905029297,0.23426604270935059,-0.14417409896850586,0.09401702880859375,-0.09209799766540527,-0.0852041244506836,0.1294708251953125,4.0,5.1
356,-9.035843362426021e-08,-1.6721220674753567e-07,1.011621577617916e-07,3.034864732853748e-07,9.821568625056898e-08,6.678666863990657e-08,-1.414305899061219e-07,-3.9286276454220115e-09,-8.839411869132618e-09,1.5346200754606798e-08,-6.875098268466218e-09,1.7678823738265237e-08,3.83041189877531e-08,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,1.0,1.0,0.3393855690956116,-0.45420461893081665,-0.12215860933065414,0.35970771312713623,-0.5486722588539124,-0.03457840904593468,-0.06091935932636261,0.5973300337791443,0.16781491041183472,0.07382280379533768,-0.4447469115257263,-0.380007266998291,0.33849790692329407,0.38882970809936523,-0.942363977432251,-0.33594608306884766,2.0269722938537598,-0.1759638786315918,0.10040068626403809,-0.1951916217803955,-0.00374603271484375,-0.3095250129699707,-0.9030871391296387,0.20004653930664062,0.15440845489501953,0.31423044204711914,4.6,5.6
430,1.101149749160868e-07,1.8876852436733316e-07,7.865354945124636e-08,1.730378187403403e-07,1.5730710956063376e-08,1.3371104046200344e-07,-1.1798032772958322e-08,1.5730710956063376e-08,7.865355478031688e-09,6.29228438242535e-08,1.5730710956063376e-08,-2.9495081932395806e-08,1.5730710956063376e-08,0.9999999403953552,0.9999999403953552,1.0,0.9999999403953552,0.9999999403953552,1.0,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,-0.9359728693962097,-0.1620468944311142,0.03422828018665314,-0.09835675358772278,-0.2738715410232544,0.2549215853214264,0.36389949917793274,0.08422890305519104,-0.17784017324447632,-0.16947495937347412,0.5196965336799622,0.2107626497745514,0.060609277337789536,4.347904205322266,-0.05387592315673828,1.2445282936096191,-0.8736402988433838,-0.9811825752258301,-0.6005415916442871,-0.06425952911376953,0.0687105655670166,0.21056199073791504,6.532669067382812e-05,0.2944490909576416,-0.24554920196533203,0.04971146583557129,4.0,2.9
1832,1.1022861201581691e-07,2.125837426092403e-07,-1.1022861201581691e-07,-8.660819617034576e-08,-7.873472540609328e-09,1.1022861201581691e-07,1.5746945081218655e-08,-4.5272464888057584e-08,-1.1810207922735572e-08,-3.149389016243731e-08,1.5746945081218655e-08,0.0,0.0,1.0,1.0,0.9999999403953552,0.9999999403953552,1.0,1.0,1.0,0.9999999403953552,1.0,1.0,0.9999999403953552,1.0,1.0,0.20092357695102692,-0.492616206407547,0.5696529150009155,1.0247421264648438,-0.3292653560638428,-0.6046411991119385,0.128154918551445,0.012336819432675838,-0.2023996263742447,0.6320597529411316,-0.6448708772659302,0.15978367626667023,-0.360305517911911,-0.6598458290100098,-0.4738028049468994,0.9514415264129639,1.998983383178711,0.006925821304321289,0.9119391441345215,-0.7072994709014893,-0.28603386878967285,-0.026399612426757812,0.6692695617675781,0.8154852390289307,0.6272861957550049,0.7426350116729736,5.7,5.2
